movie,original_title,genres,directors,production_budget,domestic_gross,worldwide_gross,TN_year,TN_month
Ramona and Beezus,Ramona and Beezus,"Adventure,Comedy,Family",nm0020491,15000000.0,26167002.0,27469621.0,2010,Jul
The November Man,The November Man,"Action,Crime,Thriller",nm0002044,15000000.0,25018119.0,34820335.0,2014,Aug
The Place Beyond the Pines,The Place Beyond the Pines,"Crime,Drama,Thriller",nm0161834,15000000.0,21403519.0,47011449.0,2013,Mar
Keanu,Keanu,"Action,Comedy,Crime",nm1534595,15000000.0,20591853.0,20688141.0,2016,Apr
Country Strong,Country Strong,"Drama,Music",nm0275277,15000000.0,20218921.0,20601987.0,2010,Dec
A Most Wanted Man,A Most Wanted Man,"Crime,Drama,Thriller",nm0179221,15000000.0,17237855.0,36068890.0,2014,Jul
The Man with the Iron Fists,The Man with the Iron Fists,Action,nm0753526,15000000.0,15634090.0,22018988.0,2012,Nov
Miss Bala,Miss Bala,"Action,Crime,Drama",nm0362566,15000000.0,14998027.0,15362298.0,2019,Feb
Miss Bala,Miss Bala,"Crime,Drama,Thriller",nm1319671,15000000.0,14998027.0,15362298.0,2019,Feb
Killing Them Softly,Killing Them Softly,"Crime,Thriller",nm0231596,15000000.0,14945541.0,39238443.0,2012,Nov
One Day,One Day,"Drama,Fantasy",nm1785660,15000000.0,13843771.0,59168692.0,2011,Aug
One Day,One Day,"Drama,Romance",nm0771054,15000000.0,13843771.0,59168692.0,2011,Aug
One Day,One Day,"Drama,Romance",nm1802294,15000000.0,13843771.0,59168692.0,2011,Aug
The Founder,The Founder,"Biography,Drama,History",nm0359387,15000000.0,12786053.0,24403192.0,2017,Jan
Queen of Katwe,Queen of Katwe,"Biography,Drama,Sport",nm0619762,15000000.0,8874389.0,10055481.0,2016,Sep
Promised Land,Promised Land,Documentary,nm4460122,15000000.0,7597898.0,12394562.0,2013,Jan
Promised Land,Promised Land,Documentary,nm7435824,15000000.0,7597898.0,12394562.0,2013,Jan
Promised Land,Promised Land,Documentary,nm9380076,15000000.0,7597898.0,12394562.0,2013,Jan
Promised Land,Promised Land,Documentary,nm9461094,15000000.0,7597898.0,12394562.0,2013,Jan
Promised Land,Promised Land,"Documentary,News","nm6702341,nm6702342",15000000.0,7597898.0,12394562.0,2013,Jan
Promised Land,Promised Land,Drama,nm0001814,15000000.0,7597898.0,12394562.0,2013,Jan
Hotel Artemis,Hotel Artemis,"Action,Drama,Sci-Fi",nm1510800,15000000.0,6708137.0,12758799.0,2018,Jun
Scouts Guide to the Zombie Apocalypse,Scouts Guide to the Zombie Apocalypse,"Action,Comedy,Horror",nm0484907,15000000.0,3703046.0,15554855.0,2015,Oct
You Will Meet a Tall Dark Stranger,You Will Meet a Tall Dark Stranger,"Comedy,Drama,Romance",nm0000095,15000000.0,3247816.0,34247816.0,2010,Sep
Rock the Kasbah,Rock the Kasbah,"Comedy,Music,War",nm0001469,15000000.0,3020665.0,3386153.0,2015,Oct
Never Let Me Go,Never Let Me Go,Drama,nm6449556,15000000.0,2434652.0,11173718.0,2010,Sep
Never Let Me Go,Never Let Me Go,"Drama,Romance,Sci-Fi",nm0738796,15000000.0,2434652.0,11173718.0,2010,Sep
The Disappointments Room,The Disappointments Room,"Drama,Horror,Thriller",nm0142286,15000000.0,2423467.0,3503761.0,2016,Sep
The Comedian,The Comedian,Comedy,nm0000431,15000000.0,1658706.0,1658706.0,2017,Feb
The Comedian,The Comedian,"Drama,Romance",nm2561244,15000000.0,1658706.0,1658706.0,2017,Feb
The Reluctant Fundamentalist,The Reluctant Fundamentalist,"Drama,Thriller",nm0619762,15000000.0,528731.0,528731.0,2013,Apr
Centurion,Centurion,"Action,Adventure,Drama",nm0551076,15000000.0,123570.0,7885048.0,2010,Aug
The Son of No One,The Son of No One,"Action,Crime,Drama",nm1996918,15000000.0,30680.0,1148578.0,2011,Nov
Magic Mike XXL,Magic Mike XXL,"Comedy,Drama,Music",nm0414423,14500000.0,66013057.0,123660597.0,2015,Jul
Elle s'appelait Sarah,Elle s'appelait Sarah,"Drama,War",nm0660707,14500000.0,7691700.0,25480031.0,2011,Jul
The Possession,The Possession,"Horror,Mystery,Thriller",nm0097079,14000000.0,49130588.0,82925064.0,2012,Aug
The Iron Lady,The Iron Lady,"Biography,Drama",nm1630273,14000000.0,29959436.0,115592104.0,2012,Jan
Our Family Wedding,Our Family Wedding,"Comedy,Romance",nm0266622,14000000.0,20255281.0,21410546.0,2010,Mar
Hot Tub Time Machine 2,Hot Tub Time Machine 2,"Comedy,Mystery,Sci-Fi",nm0684336,14000000.0,12314651.0,12826644.0,2015,Feb
Fun Size,Fun Size,"Adventure,Comedy",nm0777300,14000000.0,9409538.0,11166615.0,2012,Oct
Suffragette,Suffragette,"Biography,Drama,History",nm0310673,14000000.0,4702420.0,34044909.0,2015,Oct
Mr. Turner,Mr. Turner,"Biography,Drama,History",nm0005139,14000000.0,3958546.0,25187026.0,2014,Dec
Flipped,Flipped,"Comedy,Drama,Romance",nm0001661,14000000.0,1755212.0,4289993.0,2010,Aug
Flipped,Flipped,"Drama,Thriller",nm1971433,14000000.0,1755212.0,4289993.0,2010,Aug
Margaret,Margaret,Drama,nm0518836,14000000.0,47185.0,623292.0,2011,Sep
Seven Psychopaths,Seven Psychopaths,"Comedy,Crime",nm1732981,13500000.0,15024049.0,33035736.0,2012,Oct
The Last Godfather,The Last Godfather,"Comedy,Crime,Romance",nm0405374,13400000.0,164247.0,164247.0,2011,Apr
Under the Skin,Under the Skin,"Drama,Horror,Sci-Fi",nm0322242,13300000.0,2614251.0,7229933.0,2014,Apr
No Good Deed,No Good Deed,"Action,Crime,Drama",nm0589284,13200000.0,52543632.0,54323210.0,2014,Sep
Black Swan,Black Swan,"Drama,Thriller",nm0004716,13000000.0,106954678.0,331266710.0,2010,Dec
Justin Bieber: Never Say Never,Justin Bieber: Never Say Never,"Documentary,Music",nm0160840,13000000.0,73013910.0,99034125.0,2011,Feb
The First Purge,The First Purge,"Action,Horror,Sci-Fi",nm2618764,13000000.0,69488745.0,136617305.0,2018,Jul
Miracles from Heaven,Miracles from Heaven,"Biography,Drama,Family",nm0726638,13000000.0,61705123.0,73798736.0,2016,Mar
The Shallows,The Shallows,"Drama,Horror,Thriller",nm1429471,13000000.0,55121623.0,118763442.0,2016,Jun
About Last Night,About Last Night,"Comedy,Romance",nm0684336,13000000.0,48637684.0,50445860.0,2014,Feb
St. Vincent,St. Vincent,"Comedy,Drama",nm0577647,13000000.0,44137712.0,54837234.0,2014,Oct
Earth to Echo,Earth to Echo,"Adventure,Family,Sci-Fi",nm1757777,13000000.0,38934842.0,42174545.0,2014,Jul
Ex Machina,Ex Machina,"Drama,Mystery,Sci-Fi",nm0307497,13000000.0,25440971.0,38358392.0,2015,Apr
Eye in the Sky,Eye in the Sky,"Drama,Thriller,War",nm0004303,13000000.0,18704596.0,35402802.0,2016,Mar
Admission,Admission,"Comedy,Drama,Romance",nm0919369,13000000.0,18007317.0,18733666.0,2013,Mar
The Perks of Being a Wallflower,The Perks of Being a Wallflower,Drama,nm0154716,13000000.0,17742948.0,33069303.0,2012,Sep
Room,Room,"Drama,Thriller",nm1049433,13000000.0,14677674.0,36262783.0,2015,Oct
Woodlawn,Woodlawn,"Drama,Sport","nm3401779,nm2296528",13000000.0,14394097.0,14403703.0,2015,Oct
Bajrangi Bhaijaan,Bajrangi Bhaijaan,"Action,Comedy,Drama",nm1203138,13000000.0,8178001.0,121778347.0,2015,Jul
Robinson Crusoe,Robinson Crusoe,"Adventure,Animation,Comedy","nm0823721,nm1062463,nm0562775",13000000.0,8005586.0,42446455.0,2016,Sep
Chloe,Chloe,"Documentary,Family",nm9668017,13000000.0,3075255.0,11831131.0,2010,Mar
Youth,Youth,"Comedy,Drama,Music",nm0815204,13000000.0,2703296.0,24001573.0,2015,Dec
Youth,Youth,Drama,nm2639503,13000000.0,2703296.0,24001573.0,2015,Dec
Youth,Youth,Drama,nm8105010,13000000.0,2703296.0,24001573.0,2015,Dec
The Vatican Tapes,The Vatican Tapes,"Horror,Thriller",nm0004410,13000000.0,1784763.0,14929184.0,2015,Jul
Attack the Block,Attack the Block,"Action,Comedy,Sci-Fi",nm0180428,13000000.0,1024175.0,6459183.0,2011,Jul
Brothers,Brothers,Action,nm4201841,13000000.0,656688.0,17856688.0,2015,Aug
Brothers,Brothers,Action,nm5922028,13000000.0,656688.0,17856688.0,2015,Aug
Brothers,Brothers,"Action,Drama,Sport",nm1633551,13000000.0,656688.0,17856688.0,2015,Aug
Brothers,Brothers,"Action,Drama,War",nm1615913,13000000.0,656688.0,17856688.0,2015,Aug
Brothers,Brothers,"Comedy,Drama","nm1908822,nm4407130",13000000.0,656688.0,17856688.0,2015,Aug
Brothers,Brothers,Documentary,"nm10755860,nm10755861",13000000.0,656688.0,17856688.0,2015,Aug
Brothers,Brothers,Drama,nm6043837,13000000.0,656688.0,17856688.0,2015,Aug
Brothers,Brothers,Drama,nm9586560,13000000.0,656688.0,17856688.0,2015,Aug
The Killer Inside Me,The Killer Inside Me,"Crime,Drama,Horror",nm0935863,13000000.0,217277.0,3617277.0,2010,Jun
The Call,The Call,"Crime,Drama,Horror",nm0026442,12800000.0,51872378.0,69821476.0,2013,Mar
The Call,The Call,Drama,nm3264733,12800000.0,51872378.0,69821476.0,2013,Mar
The Call,The Call,Thriller,nm5187578,12800000.0,51872378.0,69821476.0,2013,Mar
The Drop,The Drop,"Crime,Drama",nm1742427,12600000.0,10724389.0,19054534.0,2014,Sep
The Drop,The Drop,Documentary,nm3739846,12600000.0,10724389.0,19054534.0,2014,Sep
The Drop,The Drop,Documentary,"nm4731168,nm8190656",12600000.0,10724389.0,19054534.0,2014,Sep
Machete,Machete,"Action,Crime,Thriller","nm0001675,nm0542450",12500000.0,26593646.0,46370970.0,2010,Sep
Conviction,Conviction,"Biography,Crime,Drama",nm0001282,12500000.0,6797696.0,11826980.0,2010,Oct
Conviction,Conviction,Drama,nm0458985,12500000.0,6797696.0,11826980.0,2010,Oct
Casino Jack,Casino Jack,"Biography,Comedy,Crime",nm0382584,12500000.0,2039869.0,2272186.0,2010,Dec
The Paperboy,The Paperboy,"Crime,Drama,Mystery",nm0200005,12500000.0,677200.0,4027663.0,2012,Oct
A Little Bit of Heaven,A Little Bit of Heaven,"Comedy,Drama,Fantasy",nm0975026,12500000.0,10011.0,1100287.0,2012,May
The Fault in Our Stars,The Fault in Our Stars,"Drama,Romance",nm1837748,12000000.0,124872350.0,307166834.0,2014,Jun
Think Like a Man,Think Like a Man,"Comedy,Romance",nm1103162,12000000.0,91547205.0,113373764.0,2012,Apr
Act of Valor,Act of Valor,"Action,Adventure,Drama","nm0566788,nm0915304",12000000.0,70012847.0,82497035.0,2012,Feb
Chronicle,Chronicle,"Drama,Sci-Fi,Thriller",nm2503633,12000000.0,64575175.0,123681790.0,2012,Feb
Project X,Project X,Comedy,nm1294036,12000000.0,54731865.0,103028188.0,2012,Mar
Project X,Project X,Mystery,nm1822197,12000000.0,54731865.0,103028188.0,2012,Mar
"Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri","Crime,Drama",nm1732981,12000000.0,54513740.0,160191915.0,2017,Nov
Lion,Lion,"Action,Drama,Romance",nm7326067,12000000.0,51739495.0,149570720.0,2016,Nov
Lion,Lion,"Biography,Drama",nm0204628,12000000.0,51739495.0,149570720.0,2016,Nov
Lion,Lion,"Comedy,Drama,Romance",nm2264383,12000000.0,51739495.0,149570720.0,2016,Nov
Overboard,Overboard,"Comedy,Romance",nm0338576,12000000.0,50316123.0,85369830.0,2018,May
Philomena,Philomena,"Biography,Comedy,Drama",nm0001241,12000000.0,37709979.0,98963392.0,2013,Nov
Paper Towns,Paper Towns,"Comedy,Drama,Mystery",nm1500577,12000000.0,32000304.0,85450484.0,2015,Jul
Hell or High Water,Hell or High Water,"Action,Crime,Drama",nm0533284,12000000.0,27007844.0,37584304.0,2016,Aug
Katy Perry: Part of Me,Katy Perry: Part of Me,"Documentary,Music","nm0513769,nm0193838",12000000.0,25326071.0,32700439.0,2012,Jul
Top Five,Top Five,"Comedy,Romance",nm0001674,12000000.0,25317379.0,26001741.0,2014,Dec
Project Almanac,Project Almanac,"Drama,Mystery,Sci-Fi",nm2410311,12000000.0,22348241.0,32909437.0,2015,Jan
Just Wright,Just Wright,"Comedy,Romance,Sport",nm1065402,12000000.0,21540363.0,21867665.0,2010,May
Nebraska,Nebraska,"Adventure,Comedy,Drama",nm0668247,12000000.0,17654912.0,24761360.0,2013,Nov
Young Adult,Young Adult,"Comedy,Drama",nm0718646,12000000.0,16311571.0,22750356.0,2011,Dec
About Time,About Time,"Comedy,Drama,Fantasy",nm0193485,12000000.0,15323921.0,89309178.0,2013,Nov
If Beale Street Could Talk,If Beale Street Could Talk,"Drama,Romance",nm1503575,12000000.0,14915773.0,19859167.0,2018,Dec
Wish Upon,Wish Upon,"Drama,Fantasy,Horror",nm0502954,12000000.0,14301505.0,23477345.0,2017,Jul
Unforgettable,Unforgettable,Documentary,nm0930550,12000000.0,11368012.0,16221211.0,2017,Apr
Unforgettable,Unforgettable,"Drama,Romance",nm4857028,12000000.0,11368012.0,16221211.0,2017,Apr
Unforgettable,Unforgettable,"Drama,Thriller",nm0224145,12000000.0,11368012.0,16221211.0,2017,Apr
Marshall,Marshall,"Biography,Crime,Drama",nm0399737,12000000.0,10051659.0,10116816.0,2017,Oct
Arbitrage,Arbitrage,"Drama,Thriller",nm1906430,12000000.0,7919574.0,35830713.0,2012,Sep
For Greater Glory: The True Story of Cristiada,For Greater Glory: The True Story of Cristiada,"Drama,History,War",nm0942331,12000000.0,5669081.0,10026255.0,2012,Jun
La grande bellezza,La grande bellezza,Drama,nm0815204,12000000.0,2883879.0,29549145.0,2013,Nov
Stoker,Stoker,"Drama,Thriller",nm0661791,12000000.0,1703125.0,12034913.0,2013,Mar
Kill the Irishman,Kill the Irishman,"Biography,Crime,Drama",nm0378144,12000000.0,1188194.0,1188194.0,2011,Mar
Kill the Irishman,Kill the Irishman,Crime,nm6853002,12000000.0,1188194.0,1188194.0,2011,Mar
Darling Companion,Darling Companion,"Comedy,Drama,Romance",nm0001410,12000000.0,793352.0,1200346.0,2012,Apr
Trash,Trash,Action,nm2442663,12000000.0,17484.0,6553186.0,2015,Oct
Trash,Trash,"Adventure,Crime,Drama","nm0197636,nm1595836",12000000.0,17484.0,6553186.0,2015,Oct
Trash,Trash,Comedy,"nm4543849,nm4651393",12000000.0,17484.0,6553186.0,2015,Oct
Trash,Trash,Drama,nm2762535,12000000.0,17484.0,6553186.0,2015,Oct
Trash,Trash,Thriller,nm10702590,12000000.0,17484.0,6553186.0,2015,Oct
5 Days of War,5 Days of War,"Action,Drama,War",nm0001317,12000000.0,17479.0,87793.0,2011,Aug
10 Days in a Madhouse,10 Days in a Madhouse,Drama,nm0385725,12000000.0,14616.0,14616.0,2015,Nov
The Dressmaker,The Dressmaker,"Comedy,Drama",nm0602104,11900000.0,2022115.0,24041617.0,2016,Sep
Carol,Carol,"Drama,Romance",nm0001331,11800000.0,12711491.0,42843521.0,2015,Nov
Dirty Grandpa,Dirty Grandpa,Comedy,nm0563243,11500000.0,35593113.0,105078449.0,2016,Jan
The Fighter,The Fighter,"Biography,Drama,Sport",nm0751102,11000000.0,93617009.0,129262388.0,2010,Dec
If I Stay,If I Stay,"Drama,Fantasy,Music",nm0191712,11000000.0,50474843.0,78356170.0,2014,Aug
Brooklyn,Brooklyn,"Comedy,Crime",nm3070849,11000000.0,38322743.0,62076141.0,2015,Nov
Brooklyn,Brooklyn,"Drama,Music,Musical",nm2018249,11000000.0,38322743.0,62076141.0,2015,Nov
Brooklyn,Brooklyn,"Drama,Romance",nm1259871,11000000.0,38322743.0,62076141.0,2015,Nov
Woman in Gold,Woman in Gold,"Biography,Drama,History",nm0193508,11000000.0,33307793.0,58586407.0,2015,Apr
"I, Tonya","I, Tonya","Biography,Comedy,Drama",nm0318916,11000000.0,30014534.0,53797409.0,2017,Dec
Quartet,Quartet,"Comedy,Drama",nm0000163,11000000.0,18388357.0,56178935.0,2013,Jan
Inside Llewyn Davis,Inside Llewyn Davis,"Drama,Music","nm0001054,nm0001053",11000000.0,13248209.0,32943247.0,2013,Dec
Peeples,Peeples,"Comedy,Romance",nm1202276,11000000.0,9177065.0,9307166.0,2013,May
Sultan,Sultan,"Action,Drama,Sport",nm1804614,11000000.0,5599781.0,72989781.0,2016,Jul
Sultan,Sultan,"Drama,Romance","nm8190487,nm3123733,nm9124087",11000000.0,5599781.0,72989781.0,2016,Jul
Brighton Rock,Brighton Rock,"Crime,Drama,Thriller",nm0423626,11000000.0,229653.0,229653.0,2011,Aug
The Last Days on Mars,The Last Days on Mars,"Adventure,Horror,Sci-Fi",nm1099711,10600000.0,24084.0,261364.0,2013,Dec
Housefull,Housefull,Comedy,nm1349318,10100000.0,1183658.0,18726300.0,2010,Apr
Housefull,Housefull,Family,nm7561224,10100000.0,1183658.0,18726300.0,2010,Apr
Halloween,Halloween,"Horror,Thriller",nm0337773,10000000.0,159342015.0,254900667.0,2018,Oct
The Purge: Election Year,The Purge: Election Year,"Action,Horror,Sci-Fi",nm0218621,10000000.0,79042440.0,118514727.0,2016,Jul
Book Club,Book Club,"Comedy,Drama,Romance",nm2250139,10000000.0,68566296.0,91113683.0,2018,May
Book Club,Book Club,Documentary,nm7364959,10000000.0,68566296.0,91113683.0,2018,May
Insidious: The Last Key,Insidious: The Last Key,"Horror,Mystery,Thriller",nm0733263,10000000.0,67745330.0,167885588.0,2018,Jan
Lady Bird,Lady Bird,"Comedy,Drama",nm1950086,10000000.0,48958273.0,78610769.0,2017,Nov
The Best Exotic Marigold Hotel,The Best Exotic Marigold Hotel,"Comedy,Drama,Romance",nm0006960,10000000.0,46383639.0,134639780.0,2012,May
Hereditary,Hereditary,"Drama,Horror,Mystery",nm4170048,10000000.0,44069456.0,70133905.0,2018,Jun
"Love, Simon","Love, Simon","Comedy,Drama,Romance",nm0075528,10000000.0,40826341.0,65520633.0,2018,Mar
Jigsaw,Jigsaw,"Crime,Horror,Mystery","nm1294962,nm1294961",10000000.0,38052832.0,102445196.0,2017,Oct
The Boy,The Boy,"Drama,Horror,Thriller",nm1646022,10000000.0,35819556.0,68220952.0,2016,Jan
The Boy,The Boy,"Horror,Mystery,Thriller",nm0068587,10000000.0,35819556.0,68220952.0,2016,Jan
"Everything, Everything","Everything, Everything","Drama,Romance",nm4907810,10000000.0,34121140.0,61603136.0,2017,May
Devil,Devil,"Horror,Mystery,Thriller",nm0235719,10000000.0,33679655.0,63354114.0,2010,Sep
The Second Best Exotic Marigold Hotel,The Second Best Exotic Marigold Hotel,"Comedy,Drama",nm0006960,10000000.0,33078266.0,90384306.0,2015,Mar
How to Be a Latin Lover,How to Be a Latin Lover,"Comedy,Drama",nm0547800,10000000.0,32149404.0,62556228.0,2017,Apr
Slender Man,Slender Man,"Adventure,Comedy,Horror","nm8301451,nm8240276",10000000.0,30564825.0,51723644.0,2018,Aug
Slender Man,Slender Man,"Horror,Mystery,Thriller",nm1234893,10000000.0,30564825.0,51723644.0,2018,Aug
When the Bough Breaks,When the Bough Breaks,"Crime,Drama,Horror",nm0143984,10000000.0,29747603.0,30768449.0,2016,Sep
Sinister 2,Sinister 2,"Horror,Mystery,Thriller",nm1164602,10000000.0,27740955.0,54104225.0,2015,Aug
The Forest,The Forest,"Drama,Fantasy,Horror",nm0819965,10000000.0,26594261.0,40749230.0,2016,Jan
The Forest,The Forest,"Horror,Mystery,Thriller",nm4941030,10000000.0,26594261.0,40749230.0,2016,Jan
The Forest,The Forest,"Horror,Thriller",nm3565777,10000000.0,26594261.0,40749230.0,2016,Jan
Sparkle,Sparkle,"Drama,Music",nm0015328,10000000.0,24397469.0,24660323.0,2012,Aug
Kevin Hart: What Now?,Kevin Hart: What Now?,"Comedy,Documentary","nm0806492,nm1103162",10000000.0,23591043.0,23591043.0,2016,Oct
Mud,Mud,Drama,nm2158772,10000000.0,21590086.0,31556959.0,2013,Apr
Skyline,Skyline,"Action,Sci-Fi,Thriller","nm0833780,nm0833779",10000000.0,21416355.0,68264973.0,2010,Nov
The Disaster Artist,The Disaster Artist,"Biography,Comedy,Drama",nm0290556,10000000.0,21120616.0,28717667.0,2017,Dec
Blair Witch,Blair Witch,"Horror,Mystery,Thriller",nm1417392,10000000.0,20777061.0,38985577.0,2016,Sep
Paranormal Activity: The Ghost Dimension,Paranormal Activity: The Ghost Dimension,"Horror,Mystery,Thriller",nm0687427,10000000.0,18297124.0,77959374.0,2015,Oct
The Birth of a Nation,The Birth of a Nation,"Biography,Drama,History",nm1676649,10000000.0,15861566.0,16891011.0,2016,Oct
My Week with Marilyn,My Week with Marilyn,"Biography,Drama",nm0193508,10000000.0,14597405.0,34240572.0,2011,Nov
Big Eyes,Big Eyes,"Biography,Crime,Drama",nm0000318,10000000.0,14482031.0,27317872.0,2014,Dec
Big Eyes,Big Eyes,Documentary,,10000000.0,14482031.0,27317872.0,2014,Dec
The Best of Enemies,The Best of Enemies,"Biography,Drama,History",nm0084312,10000000.0,10205616.0,10205616.0,2019,Apr
Movie 43,Movie 43,Comedy,"nm2086105,nm1158962,nm2455747,nm0348181,nm0268380,nm0006969,nm0711840,nm0109359,nm0139867,nm0192090,nm0001162,nm1743387,nm0644022",10000000.0,8840453.0,31164747.0,2013,Jan
Can You Ever Forgive Me?,Can You Ever Forgive Me?,"Biography,Comedy,Crime",nm1716636,10000000.0,8803865.0,11752387.0,2018,Oct
MacGruber,MacGruber,"Action,Comedy,Romance",nm1672246,10000000.0,8525600.0,8629895.0,2010,May
Bad Words,Bad Words,"Comedy,Drama",nm0000867,10000000.0,7779614.0,7843145.0,2014,Mar
While We're Young,While We're Young,"Comedy,Drama,Mystery",nm0000876,10000000.0,7582065.0,17503828.0,2015,Mar
Seeking a Friend for the End of the World,Seeking a Friend for the End of the World,"Adventure,Comedy,Drama",nm1032521,10000000.0,7078738.0,11766959.0,2012,Jun
Shut In,Shut In,"Drama,Horror,Thriller",nm2040169,10000000.0,6900335.0,11360665.0,2016,Nov
Shut In,Shut In,"Drama,Mystery,Thriller",nm1879225,10000000.0,6900335.0,11360665.0,2016,Nov
Cedar Rapids,Cedar Rapids,Comedy,nm0037708,10000000.0,6861102.0,7862131.0,2011,Feb
The Collection,The Collection,"Action,Horror,Thriller",nm1729303,10000000.0,6810754.0,8890094.0,2012,Nov
Danny Collins,Danny Collins,"Biography,Comedy,Drama",nm1557594,10000000.0,5637066.0,8465845.0,2015,Mar
Gotti,Gotti,"Biography,Crime,Drama",nm0175305,10000000.0,4286367.0,6089100.0,2018,Jun
"Jeff, Who Lives at Home","Jeff, Who Lives at Home","Comedy,Drama","nm0243233,nm0243231",10000000.0,4269426.0,4708127.0,2012,Mar
Denial,Denial,"Biography,Drama",nm0413875,10000000.0,4073448.0,9263940.0,2016,Sep
Denial,Denial,Documentary,"nm3593260,nm1897108",10000000.0,4073448.0,9263940.0,2016,Sep
The Man Who Knew Infinity,The Man Who Knew Infinity,"Biography,Drama",nm0114226,10000000.0,3877922.0,12382122.0,2016,Apr
Max Steel,Max Steel,"Action,Adventure,Family",nm0376664,10000000.0,3818664.0,4563080.0,2016,Oct
Rosewater,Rosewater,"Biography,Drama",nm0829537,10000000.0,3128941.0,3185717.0,2014,Nov
Bucky Larson: Born to Be a Star,Bucky Larson: Born to Be a Star,Comedy,nm0103744,10000000.0,2529395.0,2529395.0,2011,Sep
The Iceman,The Iceman,"Biography,Crime,Drama",nm1033517,10000000.0,1930282.0,3623609.0,2013,May
Testament of Youth,Testament of Youth,"Biography,Drama,History",nm0448757,10000000.0,1822250.0,6646669.0,2015,Jun
