movie,original_title,genres,directors,production_budget,domestic_gross,worldwide_gross,TN_year,TN_month
Footloose,Footloose,"Comedy,Drama,Music",nm0108132,24000000.0,51802742.0,62989834.0,2011,Oct
Going in Style,Going in Style,"Comedy,Crime",nm0103785,24000000.0,45018541.0,78672579.0,2017,Apr
Piranha 3D,Piranha 3D,"Comedy,Horror",nm0014960,24000000.0,25003155.0,83660160.0,2010,Aug
Faster,Faster,"Action,Crime,Drama",nm0863387,24000000.0,23240020.0,35792945.0,2010,Nov
I Don't Know How She Does It,I Don't Know How She Does It,"Comedy,Romance",nm0569790,24000000.0,9659074.0,24474463.0,2011,Sep
Green Book,Green Book,"Biography,Comedy,Drama",nm0268380,23000000.0,85080171.0,322034439.0,2018,Nov
The Wedding Ringer,The Wedding Ringer,Comedy,nm1275670,23000000.0,64460211.0,80171596.0,2015,Jan
The Ides of March,The Ides of March,"Drama,Thriller",nm0000123,23000000.0,40962534.0,77735925.0,2011,Oct
The Hate U Give,The Hate U Give,"Crime,Drama",nm0863387,23000000.0,29719483.0,35067665.0,2018,Oct
Her,Her,"Drama,Romance,Sci-Fi",nm0005069,23000000.0,25568251.0,48163815.0,2014,Jan
Haywire,Haywire,"Action,Drama,Thriller",nm0001752,23000000.0,18942396.0,36374700.0,2012,Jan
Eddie the Eagle,Eddie the Eagle,"Biography,Comedy,Drama",nm0002077,23000000.0,15789389.0,45060480.0,2016,Feb
Redemption,Redemption,"Adventure,Documentary,Sport","nm5222434,nm5223181",23000000.0,36686.0,13593473.0,2013,Jun
Redemption,Redemption,"Adventure,Drama,Romance",nm0821018,23000000.0,36686.0,13593473.0,2013,Jun
Redemption,Redemption,"Crime,Drama,Thriller",nm5009798,23000000.0,36686.0,13593473.0,2013,Jun
Redemption,Redemption,"Drama,Music,Thriller",nm1770353,23000000.0,36686.0,13593473.0,2013,Jun
Redemption,Redemption,"Drama,Mystery,Thriller",nm0189498,23000000.0,36686.0,13593473.0,2013,Jun
Nocturnal Animals,Nocturnal Animals,"Drama,Thriller",nm1053530,22500000.0,10663357.0,32398681.0,2016,Nov
The Water Diviner,The Water Diviner,"Drama,History,War",nm0000128,22500000.0,4200117.0,31054727.0,2015,Apr
Son of God,Son of God,"Biography,Drama,History",nm0817895,22000000.0,59700064.0,70949793.0,2014,Feb
Son of God,Son of God,Documentary,"nm1894653,nm1840064",22000000.0,59700064.0,70949793.0,2014,Feb
The Hundred-Foot Journey,The Hundred-Foot Journey,"Comedy,Drama",nm0002120,22000000.0,54235441.0,94270488.0,2014,Aug
Diary of a Wimpy Kid: Dog Days,Diary of a Wimpy Kid: Dog Days,"Comedy,Family",nm0101047,22000000.0,49008662.0,77229695.0,2012,Aug
Delivery Man,Delivery Man,"Comedy,Drama",nm0779433,22000000.0,30659817.0,70536870.0,2013,Nov
"Hail, Caesar!","Hail, Caesar!","Comedy,Drama,Music","nm0001053,nm0001054",22000000.0,30080225.0,64160680.0,2016,Feb
Diary of a Wimpy Kid: The Long Haul,Diary of a Wimpy Kid: The Long Haul,"Comedy,Family",nm0101047,22000000.0,20738724.0,35609577.0,2017,May
Homefront,Homefront,"Action,Thriller",nm0001219,22000000.0,20158492.0,51695362.0,2013,Nov
The Transporter Refueled,The Transporter Refueled,"Action,Adventure,Crime",nm0216214,22000000.0,16029670.0,69698495.0,2015,Sep
Hit & Run,Hit & Run,"Action,Comedy",nm2678073,22000000.0,13749300.0,17216955.0,2012,Aug
"Roman J. Israel, Esq.","Roman J. Israel, Esq.","Crime,Drama,Thriller",nm0319659,22000000.0,11962712.0,12967012.0,2017,Nov
Out of the Furnace,Out of the Furnace,"Crime,Drama,Thriller",nm0178376,22000000.0,11330849.0,15434375.0,2013,Dec
Just Getting Started,Just Getting Started,"Action,Comedy",nm0005421,22000000.0,6069605.0,6756412.0,2017,Dec
Before I Go to Sleep,Before I Go to Sleep,"Drama,Horror,Mystery",nm0423626,22000000.0,3242457.0,19563579.0,2014,Oct
Stone,Stone,"Action,Sci-Fi",nm3433358,22000000.0,1810078.0,4065020.0,2010,Oct
Stone,Stone,"Drama,Thriller",nm0192845,22000000.0,1810078.0,4065020.0,2010,Oct
To Rome with Love,To Rome with Love,"Comedy,Music,Romance",nm0000095,21500000.0,16684352.0,74326015.0,2012,Jun
Silver Linings Playbook,Silver Linings Playbook,"Comedy,Drama,Romance",nm0751102,21000000.0,132092958.0,236412453.0,2012,Nov
Blockers,Blockers,Comedy,nm0134224,21000000.0,60311495.0,94045328.0,2018,Apr
Pet Sematary,Pet Sematary,"Horror,Mystery,Thriller","nm1556116,nm1552637",21000000.0,54724696.0,109501146.0,2019,Apr
Death at a Funeral,Death at a Funeral,Comedy,nm0001438,21000000.0,42739347.0,48977233.0,2010,Apr
For Colored Girls,For Colored Girls,Drama,nm1347153,21000000.0,37729698.0,38017873.0,2010,Nov
Kidnap,Kidnap,"Crime,Drama,Thriller",nm1060986,21000000.0,30718107.0,34836080.0,2017,Aug
Kidnap,Kidnap,Drama,nm4110102,21000000.0,30718107.0,34836080.0,2017,Aug
Kidnap,Kidnap,Drama,nm6723586,21000000.0,30718107.0,34836080.0,2017,Aug
Kidnap,Kidnap,"Horror,Thriller",nm10401327,21000000.0,30718107.0,34836080.0,2017,Aug
Tinker Tailor Soldier Spy,Tinker Tailor Soldier Spy,"Drama,Mystery,Thriller",nm0019247,21000000.0,24149393.0,81452811.0,2011,Dec
The Beaver,The Beaver,Drama,nm0000149,21000000.0,970816.0,5046038.0,2011,May
Bitter Harvest,Bitter Harvest,"Drama,Romance,War",nm0578899,21000000.0,557241.0,606162.0,2017,Feb
Us,Us,Comedy,nm3879025,20000000.0,175006930.0,254210310.0,2019,Mar
Us,Us,"Horror,Mystery,Thriller",nm1443502,20000000.0,175006930.0,254210310.0,2019,Mar
La La Land,La La Land,"Comedy,Drama,Music",nm3227090,20000000.0,151101803.0,426351163.0,2016,Dec
The Conjuring,The Conjuring,"Horror,Mystery,Thriller",nm1490123,20000000.0,137400141.0,318000141.0,2013,Jul
Wonder,Wonder,"Drama,Family",nm0154716,20000000.0,132422809.0,304604712.0,2017,Nov
Jackass 3D,Jackass 3D,"Action,Comedy,Documentary",nm0871860,20000000.0,117229692.0,171685793.0,2010,Oct
Bad Moms,Bad Moms,Comedy,"nm0601859,nm0524190",20000000.0,113257297.0,180998716.0,2016,Jul
Glass,Glass,"Crime,Horror,Mystery",nm1410503,20000000.0,111035005.0,245303505.0,2019,Jan
Glass,Glass,"Drama,Mystery,Thriller",nm7257237,20000000.0,111035005.0,245303505.0,2019,Jan
Glass,Glass,"Drama,Sci-Fi",nm4275053,20000000.0,111035005.0,245303505.0,2019,Jan
Glass,Glass,"Drama,Sci-Fi,Thriller",nm0796117,20000000.0,111035005.0,245303505.0,2019,Jan
Tammy,Tammy,"Comedy,Romance",nm1229520,20000000.0,84525432.0,96407655.0,2014,Jul
The Descendants,The Descendants,"Comedy,Drama",nm0668247,20000000.0,82624961.0,175507800.0,2011,Nov
The Descendants,The Descendants,Drama,nm8246328,20000000.0,82624961.0,175507800.0,2011,Nov
The Last Song,The Last Song,"Drama,Music,Romance",nm1455688,20000000.0,62950384.0,92678948.0,2010,Mar
Why Did I Get Married Too?,Why Did I Get Married Too?,"Comedy,Drama,Romance",nm1347153,20000000.0,60095852.0,60831067.0,2010,Apr
12 Years a Slave,12 Years a Slave,"Biography,Drama,History",nm2588606,20000000.0,56671993.0,181025343.0,2013,Oct
Me Before You,Me Before You,"Drama,Romance",nm4824763,20000000.0,56245075.0,208265198.0,2016,Jun
What Men Want,What Men Want,"Comedy,Fantasy,Romance",nm0788202,20000000.0,54611903.0,69911903.0,2019,Feb
Barbershop: The Next Cut,Barbershop: The Next Cut,"Comedy,Drama",nm0002700,20000000.0,54030051.0,54404202.0,2016,Apr
A Simple Favor,A Simple Favor,"Comedy,Crime,Drama",nm0082450,20000000.0,53548586.0,97628717.0,2018,Sep
Selma,Selma,"Biography,Drama,History",nm1148550,20000000.0,52076908.0,66776576.0,2015,Jan
Spotlight,Spotlight,"Crime,Drama",nm0565336,20000000.0,45055776.0,92088460.0,2015,Nov
Spotlight,Spotlight,Drama,nm8971368,20000000.0,45055776.0,92088460.0,2015,Nov
Acrimony,Acrimony,"Drama,Romance,Thriller",nm1347153,20000000.0,43549096.0,46627836.0,2018,Mar
Max,Max,"Adventure,Drama,Family",nm0945026,20000000.0,42656255.0,43658157.0,2015,Jun
Max,Max,"Biography,Comedy,Documentary",nm3844899,20000000.0,42656255.0,43658157.0,2015,Jun
Max,Max,Comedy,nm0613587,20000000.0,42656255.0,43658157.0,2015,Jun
The Star,The Star,"Adventure,Animation,Comedy",nm3302450,20000000.0,40847995.0,62758010.0,2017,Nov
Nerve,Nerve,"Action,Adventure,Crime","nm1160962,nm1413364",20000000.0,38583626.0,70652284.0,2016,Jul
Nerve,Nerve,"Comedy,Drama",nm3488692,20000000.0,38583626.0,70652284.0,2016,Jul
Nerve,Nerve,"Documentary,History",nm1577810,20000000.0,38583626.0,70652284.0,2016,Jul
Nerve,Nerve,"Drama,Mystery,Thriller",nm0349844,20000000.0,38583626.0,70652284.0,2016,Jul
Risen,Risen,"Action,Adventure,Drama",nm0721817,20000000.0,36880033.0,46255763.0,2016,Feb
Risen,Risen,"Biography,Drama",nm2040801,20000000.0,36880033.0,46255763.0,2016,Feb
Vampires Suck,Vampires Suck,Comedy,"nm0294997,nm0783536",20000000.0,36661504.0,81424988.0,2010,Aug
The American,The American,"Crime,Drama,Thriller",nm0179221,20000000.0,35606376.0,67950723.0,2010,Sep
A Very Harold & Kumar 3D Christmas,A Very Harold & Kumar 3D Christmas,"Adventure,Comedy",nm0833889,20000000.0,35061031.0,36265745.0,2011,Nov
Texas Chainsaw 3D,Texas Chainsaw 3D,"Horror,Thriller",nm0525141,20000000.0,34341945.0,47666013.0,2013,Jan
She's Out of My League,She's Out of My League,"Comedy,Romance",nm1637768,20000000.0,32010860.0,48680977.0,2010,Mar
The Debt,The Debt,"Drama,Thriller",nm0006960,20000000.0,31177548.0,46604054.0,2011,Aug
The World's End,The World's End,"Action,Comedy,Sci-Fi",nm0942367,20000000.0,26004851.0,47508505.0,2013,Aug
You Again,You Again,"Comedy,Family,Romance",nm0275698,20000000.0,25702053.0,32838945.0,2010,Sep
On the Basis of Sex,On the Basis of Sex,"Biography,Drama",nm0001460,20000000.0,24622687.0,38073377.0,2018,Dec
Endless Love,Endless Love,"Drama,Romance",nm0275277,20000000.0,23438250.0,34718173.0,2014,Feb
Monte Carlo,Monte Carlo,"Adventure,Comedy,Family",nm0080120,20000000.0,23186769.0,39686769.0,2011,Jul
Rough Night,Rough Night,"Comedy,Crime,Thriller",nm3622659,20000000.0,22105643.0,46844357.0,2017,Jun
Secret in Their Eyes,Secret in Their Eyes,"Crime,Drama,Mystery",nm0712753,20000000.0,20180155.0,32608019.0,2015,Nov
Flatliners,Flatliners,"Drama,Horror,Mystery",nm0649117,20000000.0,16883115.0,45173738.0,2017,Sep
Lockout,Lockout,"Action,Sci-Fi,Thriller","nm1140492,nm1908892",20000000.0,14326865.0,33943049.0,2012,Apr
What's Your Number?,What's Your Number?,"Comedy,Romance",nm0617042,20000000.0,14011084.0,30163785.0,2011,Sep
Burnt,Burnt,"Comedy,Drama",nm0920274,20000000.0,13651946.0,36773510.0,2015,Oct
Burnt,Burnt,"Comedy,Drama",nm7263911,20000000.0,13651946.0,36773510.0,2015,Oct
Triple 9,Triple 9,"Crime,Thriller",nm0384825,20000000.0,12639297.0,25943792.0,2016,Feb
The Light Between Oceans,The Light Between Oceans,"Drama,Romance",nm0161834,20000000.0,12545979.0,22281732.0,2016,Sep
Let Me In,Let Me In,"Drama,Fantasy,Horror",nm0716257,20000000.0,12134935.0,28270399.0,2010,Oct
Let Me In,Let Me In,Horror,nm8531386,20000000.0,12134935.0,28270399.0,2010,Oct
Popstar: Never Stop Never Stopping,Popstar: Never Stop Never Stopping,"Comedy,Music","nm1676223,nm1672246",20000000.0,9496130.0,9537120.0,2016,Jun
Thank You for Your Service,Thank You for Your Service,"Biography,Drama,War",nm0355699,20000000.0,9479390.0,9985316.0,2017,Oct
Thank You for Your Service,Thank You for Your Service,"Documentary,Drama",nm0231999,20000000.0,9479390.0,9985316.0,2017,Oct
Battle of the Year,Battle of the Year,"Drama,Music",nm0496863,20000000.0,8888355.0,16723377.0,2013,Sep
Inherent Vice,Inherent Vice,"Comedy,Crime,Drama",nm0000759,20000000.0,8110975.0,14772346.0,2014,Dec
Machete Kills,Machete Kills,"Action,Crime,Sci-Fi",nm0001675,20000000.0,8008161.0,18273009.0,2013,Oct
Little Boy,Little Boy,"Drama,History,War",nm1920049,20000000.0,6485961.0,17769299.0,2015,Apr
Chasing Mavericks,Chasing Mavericks,"Biography,Drama,Sport","nm0000776,nm0000436",20000000.0,6002756.0,8300821.0,2012,Oct
A Most Violent Year,A Most Violent Year,"Crime,Drama,Thriller",nm1170855,20000000.0,5749134.0,8846875.0,2014,Dec
A Dangerous Method,A Dangerous Method,"Biography,Drama,Romance",nm0000343,20000000.0,5702083.0,14807531.0,2011,Nov
Hands of Stone,Hands of Stone,"Action,Biography,Drama",nm1189755,20000000.0,4712792.0,5031975.0,2016,Aug
The Cold Light of Day,The Cold Light of Day,"Action,Thriller",nm1333798,20000000.0,3763583.0,25361206.0,2012,Sep
Suspiria,Suspiria,"Fantasy,Horror,Mystery",nm0345174,20000000.0,2483472.0,7034615.0,2018,Oct
LBJ,LBJ,"Biography,Drama,History",nm0001661,20000000.0,2468683.0,2507181.0,2017,Nov
My All-American,My All-American,"Biography,Drama,Sport",nm0686233,20000000.0,2246000.0,2246000.0,2015,Nov
Dylan Dog: Dead of Night,Dylan Dog: Dead of Night,"Action,Comedy,Crime",nm1083489,20000000.0,1186538.0,6093725.0,2011,Apr
Middle Men,Middle Men,"Action,Comedy,Crime",nm3934594,20000000.0,754301.0,754301.0,2010,Aug
All Good Things,All Good Things,"Crime,Drama,Mystery",nm1285613,20000000.0,582024.0,873617.0,2010,Dec
By the Sea,By the Sea,"Drama,Romance",nm0001401,20000000.0,538460.0,3727746.0,2015,Nov
The Tempest,The Tempest,"Comedy,Drama",nm3329219,20000000.0,277943.0,277943.0,2010,Dec
The Tempest,The Tempest,"Comedy,Drama,Fantasy",nm0853380,20000000.0,277943.0,277943.0,2010,Dec
The Tempest,The Tempest,Drama,nm0005197,20000000.0,277943.0,277943.0,2010,Dec
The Tempest,The Tempest,Drama,nm0043335,20000000.0,277943.0,277943.0,2010,Dec
Regression,Regression,"Crime,Horror,Mystery",nm0024622,20000000.0,55039.0,15824374.0,2015,Oct
The Shape of Water,The Shape of Water,"Adventure,Drama,Fantasy",nm0868219,19500000.0,63859435.0,195790794.0,2017,Dec
The Devil's Double,The Devil's Double,"Biography,Drama,Thriller",nm0848414,19100000.0,1361512.0,5965646.0,2011,Jul
Bad Teacher,Bad Teacher,"Comedy,Romance",nm0440458,19000000.0,100292856.0,215448997.0,2011,Jun
Sausage Party,Sausage Party,"Adventure,Animation,Comedy","nm0970447,nm0862911",19000000.0,97670358.0,141344255.0,2016,Aug
The Crazies,The Crazies,"Horror,Thriller",nm0252135,19000000.0,39123589.0,56445534.0,2010,Feb
The Switch,The Switch,"Comedy,Drama,Romance","nm0330347,nm0817447",19000000.0,27758465.0,49858465.0,2010,Aug
Leap Year,Leap Year,"Comedy,Romance",nm0875793,19000000.0,25918920.0,32618920.0,2010,Jan
The Book Thief,The Book Thief,"Drama,War",nm1093053,19000000.0,21488481.0,76086711.0,2013,Nov
Take Me Home Tonight,Take Me Home Tonight,"Comedy,Drama,Romance",nm0236226,19000000.0,6928068.0,7576604.0,2011,Mar
Won't Back Down,Won't Back Down,Drama,nm1400426,19000000.0,5310554.0,5745503.0,2012,Sep
Won't Back Down,Won't Back Down,Sport,"nm3886417,nm2906049",19000000.0,5310554.0,5745503.0,2012,Sep
Action Point,Action Point,Comedy,nm1469191,19000000.0,5059608.0,5103675.0,2018,Jun
Neighbors,Neighbors,Comedy,nm0831557,18000000.0,150086800.0,270944428.0,2014,May
Neighbors,Neighbors,"Comedy,Drama",nm10307264,18000000.0,150086800.0,270944428.0,2014,May
Neighbors,Neighbors,Documentary,nm1253853,18000000.0,150086800.0,270944428.0,2014,May
Neighbors,Neighbors,"Documentary,Drama",,18000000.0,150086800.0,270944428.0,2014,May
Neighbors,Neighbors,Drama,nm10445075,18000000.0,150086800.0,270944428.0,2014,May
My Big Fat Greek Wedding 2,My Big Fat Greek Wedding 2,"Comedy,Romance",nm0428600,18000000.0,59689605.0,92096558.0,2016,Mar
The Perfect Guy,The Perfect Guy,"Crime,Drama,Horror",nm1270033,18000000.0,57027435.0,60278166.0,2015,Sep
Diary of a Wimpy Kid: Rodrick Rules,Diary of a Wimpy Kid: Rodrick Rules,"Comedy,Family",nm0101047,18000000.0,52698535.0,73695194.0,2011,Mar
Soul Surfer,Soul Surfer,"Biography,Drama,Family",nm0573732,18000000.0,43853424.0,47158652.0,2011,Apr
Uncle Drew,Uncle Drew,"Comedy,Sport",nm0831690,18000000.0,42469946.0,46527161.0,2018,Jun
Birdman or (The Unexpected Virtue of Ignorance),Birdman or (The Unexpected Virtue of Ignorance),"Comedy,Drama",nm0327944,18000000.0,42340598.0,103215094.0,2014,Oct
Blue Jasmine,Blue Jasmine,Drama,nm0000095,18000000.0,33404871.0,102912961.0,2013,Jul
Ricki and the Flash,Ricki and the Flash,"Comedy,Drama,Music",nm0001129,18000000.0,26839498.0,41166033.0,2015,Aug
Love the Coopers,Love the Coopers,"Comedy,Fantasy,Romance",nm0625458,18000000.0,26302731.0,42227490.0,2015,Nov
The Circle,The Circle,"Adventure,Documentary,History",nm5584221,18000000.0,20497844.0,40651864.0,2017,Apr
The Circle,The Circle,Documentary,nm9030928,18000000.0,20497844.0,40651864.0,2017,Apr
The Circle,The Circle,Drama,nm9961942,18000000.0,20497844.0,40651864.0,2017,Apr
The Circle,The Circle,"Drama,Horror,Thriller",nm1354570,18000000.0,20497844.0,40651864.0,2017,Apr
The Circle,The Circle,"Drama,Sci-Fi,Thriller",nm1242054,18000000.0,20497844.0,40651864.0,2017,Apr
127 Hours,127 Hours,"Adventure,Biography,Drama",nm0000965,18000000.0,18335230.0,60217171.0,2010,Nov
Norm of the North,Norm of the North,"Adventure,Animation,Comedy",nm1222421,18000000.0,17062499.0,30535660.0,2016,Jan
Jobs,Jobs,"Biography,Drama",nm0827750,18000000.0,16131410.0,43402515.0,2013,Aug
And So It Goes,And So It Goes,"Comedy,Drama,Romance",nm0001661,18000000.0,15160801.0,17920013.0,2014,Jul
Labor Day,Labor Day,"Drama,Romance",nm0718646,18000000.0,13371528.0,14189810.0,2014,Jan
Getaway,Getaway,"Action,Crime,Thriller",nm0813309,18000000.0,10501938.0,11813989.0,2013,Aug
Getaway,Getaway,Thriller,nm8431780,18000000.0,10501938.0,11813989.0,2013,Aug
The Last Station,The Last Station,Drama,nm1184976,18000000.0,6617867.0,15696146.0,2010,Jan
The Railway Man,The Railway Man,"Biography,Drama,Romance",nm0855300,18000000.0,4438438.0,23910210.0,2014,Apr
Midnight Special,Midnight Special,"Action,Drama,Mystery",nm2158772,18000000.0,3712282.0,7680250.0,2016,Mar
Miss Sloane,Miss Sloane,"Drama,Thriller",nm0006960,18000000.0,3500605.0,7719630.0,2016,Nov
Metallica Through the Never,Metallica Through the Never,Music,nm0030735,18000000.0,3419967.0,9082906.0,2013,Sep
Phantom,Phantom,"Action,Drama,Thriller",nm1203138,18000000.0,1034589.0,1199510.0,2013,Mar
Phantom,Phantom,"Crime,Horror,Thriller",nm4199239,18000000.0,1034589.0,1199510.0,2013,Mar
Phantom,Phantom,Drama,nm4717106,18000000.0,1034589.0,1199510.0,2013,Mar
Phantom,Phantom,"Drama,History,Thriller",nm0733149,18000000.0,1034589.0,1199510.0,2013,Mar
Red Lights,Red Lights,"Drama,Fantasy,Horror",nm0181579,17700000.0,49521.0,14518884.0,2012,Jul
Black Nativity,Black Nativity,"Drama,Family,Music",nm0501435,17500000.0,7018188.0,7285135.0,2013,Nov
A Quiet Place,A Quiet Place,Documentary,nm5123883,17000000.0,188024361.0,334522294.0,2018,Apr
A Quiet Place,A Quiet Place,"Drama,Horror,Sci-Fi",nm1024677,17000000.0,188024361.0,334522294.0,2018,Apr
The Best Man Holiday,The Best Man Holiday,"Comedy,Drama",nm0002700,17000000.0,70525195.0,72835710.0,2013,Nov
Pitch Perfect,Pitch Perfect,"Comedy,Music,Romance",nm0601337,17000000.0,65001093.0,116044347.0,2012,Sep
Evil Dead,Evil Dead,"Fantasy,Horror,Thriller",nm1793079,17000000.0,54239856.0,97778356.0,2013,Apr
Saw 3D,Saw 3D,"Crime,Horror,Mystery",nm0340436,17000000.0,45710178.0,133735284.0,2010,Oct
"McFarland, USA","McFarland, USA","Biography,Drama,Sport",nm0138927,17000000.0,44480275.0,45707924.0,2015,Feb
Almost Christmas,Almost Christmas,"Comedy,Drama",nm0847859,17000000.0,42065185.0,42493506.0,2016,Nov
Beastly,Beastly,"Drama,Fantasy,Romance",nm1400426,17000000.0,27865571.0,38028230.0,2011,Mar
Lottery Ticket,Lottery Ticket,Comedy,nm1336172,17000000.0,24719879.0,24719879.0,2010,Aug
The Apparition,The Apparition,"Horror,Thriller",nm1447139,17000000.0,4936819.0,10637281.0,2012,Aug
L'illusionniste,L'illusionniste,"Animation,Drama",nm0158984,17000000.0,2231474.0,8609949.0,2010,Dec
Genius,Genius,"Action,Thriller",nm0788858,17000000.0,1361045.0,7265283.0,2016,Jun
Genius,Genius,"Biography,Drama",nm0334787,17000000.0,1361045.0,7265283.0,2016,Jun
Genius,Genius,Drama,nm3607398,17000000.0,1361045.0,7265283.0,2016,Jun
Genius,Genius,Drama,nm7916958,17000000.0,1361045.0,7265283.0,2016,Jun
Escobar: Paradise Lost,Escobar: Paradise Lost,"Crime,Drama,History",nm0224331,17000000.0,195792.0,3917679.0,2015,Jun
The Young Messiah,The Young Messiah,"Drama,Fantasy",nm0637493,16800000.0,6469813.0,7313697.0,2016,Mar
Moonrise Kingdom,Moonrise Kingdom,"Adventure,Comedy,Drama",nm0027572,16000000.0,45512466.0,68848446.0,2012,May
The Artist,The Artist,"Comedy,Drama,Romance",nm0371890,16000000.0,44667095.0,128256712.0,2011,Nov
The Artist,The Artist,Mystery,nm8608611,16000000.0,44667095.0,128256712.0,2011,Nov
The Artist,The Artist,Thriller,nm3908851,16000000.0,44667095.0,128256712.0,2011,Nov
The Roommate,The Roommate,"Drama,Thriller",nm0160157,16000000.0,37300107.0,52545707.0,2011,Feb
Superfly,Superfly,"Action,Crime,Thriller",nm1962311,16000000.0,20537137.0,20723581.0,2018,Jun
Remember Me,Remember Me,Comedy,nm3566419,16000000.0,19068240.0,56506120.0,2010,Mar
Remember Me,Remember Me,"Comedy,Drama,Romance",nm1274203,16000000.0,19068240.0,56506120.0,2010,Mar
Remember Me,Remember Me,"Drama,Romance",nm0002339,16000000.0,19068240.0,56506120.0,2010,Mar
Remember Me,Remember Me,Thriller,nm5315104,16000000.0,19068240.0,56506120.0,2010,Mar
Left Behind,Left Behind,"Action,Drama,Fantasy",nm0002184,16000000.0,14019924.0,20769209.0,2014,Oct
Left Behind,Left Behind,"Documentary,Drama",nm8365463,16000000.0,14019924.0,20769209.0,2014,Oct
Left Behind,Left Behind,"Horror,Mystery,Thriller","nm4901216,nm4504726",16000000.0,14019924.0,20769209.0,2014,Oct
People Like Us,People Like Us,"Comedy,Drama",nm0476064,16000000.0,12431792.0,12617472.0,2012,Jun
People Like Us,People Like Us,Drama,"nm3558945,nm1720122",16000000.0,12431792.0,12617472.0,2012,Jun
Bleed for This,Bleed for This,"Biography,Drama,Sport",nm0950226,16000000.0,5083906.0,6603926.0,2016,Nov
The Homesman,The Homesman,"Drama,Western",nm0000169,16000000.0,2429989.0,8217571.0,2014,Nov
Trance,Trance,"Crime,Drama,Mystery",nm0000965,16000000.0,2322593.0,22594052.0,2013,Apr
Trance,Trance,Documentary,nm6618568,16000000.0,2322593.0,22594052.0,2013,Apr
Trance,Trance,Horror,nm0118566,16000000.0,2322593.0,22594052.0,2013,Apr
The Immigrant,The Immigrant,Documentary,nm7310831,16000000.0,2013456.0,7585011.0,2014,May
The Immigrant,The Immigrant,Drama,nm2880169,16000000.0,2013456.0,7585011.0,2014,May
The Immigrant,The Immigrant,"Drama,Romance",nm0336695,16000000.0,2013456.0,7585011.0,2014,May
Vamps,Vamps,"Comedy,Horror,Romance",nm0002132,16000000.0,3361.0,94812.0,2012,Nov
Vamps,Vamps,"Comedy,Horror,Thriller",nm1209639,16000000.0,3361.0,94812.0,2012,Nov
Second Act,Second Act,"Comedy,Drama,Romance",nm0781842,15700000.0,39282227.0,63288854.0,2018,Dec
Annabelle: Creation,Annabelle: Creation,"Horror,Mystery,Thriller",nm2497546,15000000.0,102092201.0,305384865.0,2017,Aug
The Imitation Game,The Imitation Game,"Biography,Drama,Thriller",nm0878763,15000000.0,91125143.0,227740463.0,2014,Nov
Mama,Mama,Documentary,nm7646355,15000000.0,71628180.0,148095566.0,2013,Jan
Mama,Mama,Drama,nm1117726,15000000.0,71628180.0,148095566.0,2013,Jan
Mama,Mama,Drama,"nm1469068,nm1618290",15000000.0,71628180.0,148095566.0,2013,Jan
Mama,Mama,Drama,nm1823285,15000000.0,71628180.0,148095566.0,2013,Jan
Mama,Mama,Drama,nm2133264,15000000.0,71628180.0,148095566.0,2013,Jan
Mama,Mama,Drama,"nm4379760,nm4379588",15000000.0,71628180.0,148095566.0,2013,Jan
Mama,Mama,"Horror,Thriller",nm0615592,15000000.0,71628180.0,148095566.0,2013,Jan
Diary of a Wimpy Kid,Diary of a Wimpy Kid,"Comedy,Drama,Family",nm0294457,15000000.0,64003625.0,76954311.0,2010,Mar
The Woman in Black,The Woman in Black,"Drama,Fantasy,Horror",nm1220140,15000000.0,54333290.0,128955898.0,2012,Feb
BlacKkKlansman,BlacKkKlansman,"Biography,Crime,Drama",nm0000490,15000000.0,49275340.0,93017335.0,2018,Aug
Snitch,Snitch,"Action,Drama,Thriller",nm0006846,15000000.0,42930462.0,57907734.0,2013,Feb
Krampus,Krampus,"Comedy,Fantasy,Horror",nm1002424,15000000.0,42725475.0,61788393.0,2015,Dec
End of Watch,End of Watch,"Action,Crime,Drama",nm0043742,15000000.0,41003371.0,57586606.0,2012,Sep
Wild,Wild,"Adventure,Biography,Drama",nm0885249,15000000.0,37880356.0,52460543.0,2014,Dec
Wild,Wild,Documentary,nm9525804,15000000.0,37880356.0,52460543.0,2014,Dec
Wild,Wild,Drama,nm0470514,15000000.0,37880356.0,52460543.0,2014,Dec
The Theory of Everything,The Theory of Everything,"Biography,Drama,Romance",nm1016428,15000000.0,35893537.0,123327692.0,2014,Nov
Drive,Drive,"Action,Crime,Drama",nm1160374,15000000.0,35060689.0,81357930.0,2011,Sep
Drive,Drive,"Crime,Drama",nm0716347,15000000.0,35060689.0,81357930.0,2011,Sep
Drive,Drive,Documentary,"nm2101968,nm3207652",15000000.0,35060689.0,81357930.0,2011,Sep
Drive,Drive,Drama,"nm5230072,nm4553850",15000000.0,35060689.0,81357930.0,2011,Sep
Drive,Drive,Thriller,nm5024638,15000000.0,35060689.0,81357930.0,2011,Sep
The Favourite,The Favourite,"Biography,Drama,History",nm0487166,15000000.0,34366783.0,94113929.0,2018,Nov
When the Game Stands Tall,When the Game Stands Tall,"Drama,Family,Sport",nm0141961,15000000.0,30127963.0,30138912.0,2014,Aug
Home Again,Home Again,"Comedy,Drama,Romance",nm0583654,15000000.0,27020284.0,37336874.0,2017,Sep
Home Again,Home Again,Drama,nm0840075,15000000.0,27020284.0,37336874.0,2017,Sep
